Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.motor,temperature.motor,
0.0,rot.speed.fan,rot.speed.fan,
0.0,material.body,material.body,
1.0,geometry.motor,geometry.motor,
1.0,material.motor,material.motor,
1.0,temperature.heater,temperature.motor,
1.0,material.fan,material.fan,
1.0,power.heater,power.heater,
1.0,power.fan,material.body,
1.0,material.nozzle,material.body,
2.0,geometry.nozzle,temperature.motor,
2.0,material.nozzle,power.heater,
2.0,geometry.heater,material.body,
3.0,geometry.motor,temperature.motor,
3.0,geometry.fan,geometry.fan,
3.0,material.heater,material.heater,
3.0,geometry.fan,power.heater,
3.0,geometry.heater,power.heater,
3.0,geometry.body,temperature.heater,
3.0,material.body,temperature.heater,
4.0,geometry.heater,material.motor,
4.0,material.motor,temperature.motor,
4.0,rot.speed.fan,temperature.motor,
4.0,geometry.heater,temperature.motor,
4.0,material.nozzle,material.fan,
4.0,power.heater,power.fan,
4.0,temperature.heater,power.fan,
4.0,geometry.nozzle,power.fan,
5.0,geometry.fan,geometry.motor,
5.0,power.fan,geometry.motor,
5.0,material.body,temperature.motor,
5.0,geometry.heater,material.fan,
6.0,geometry.fan,material.fan,
6.0,temperature.nozzle,material.heater,
6.0,material.fan,geometry.nozzle,
6.0,material.body,geometry.nozzle,
6.0,rot.speed.fan,material.nozzle,
6.0,material.body,geometry.body,
7.0,power.heater,geometry.motor,
7.0,material.body,material.heater,
7.0,temperature.heater,temperature.nozzle,
8.0,material.motor,geometry.motor,
8.0,geometry.motor,material.heater,
8.0,temperature.nozzle,geometry.nozzle,
8.0,temperature.nozzle,material.nozzle,
8.0,geometry.body,geometry.body,
9.0,temperature.nozzle,rot.speed.fan,
9.0,geometry.heater,power.fan,
9.0,material.motor,power.heater,
9.0,geometry.body,geometry.nozzle,
9.0,temperature.nozzle,material.body,
10.0,material.heater,material.heater,
10.0,temperature.heater,geometry.nozzle,
11.0,geometry.heater,geometry.fan,
12.0,material.motor,rot.speed.fan,
12.0,material.motor,material.body,
13.0,power.fan,geometry.fan,
13.0,material.nozzle,geometry.body,
14.0,material.fan,geometry.motor,
14.0,power.motor,power.motor,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
