Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,material.fan,material.fan,
0.0,temperature.heater,temperature.heater,
1.0,temperature.motor,temperature.heater,
1.0,material.body,material.body,
2.0,geometry.fan,geometry.motor,
2.0,power.fan,geometry.motor,
2.0,power.motor,power.motor,
2.0,material.heater,material.heater,
2.0,geometry.body,temperature.heater,
3.0,temperature.motor,geometry.motor,
3.0,rot.speed.fan,rot.speed.fan,
3.0,geometry.heater,material.fan,
3.0,material.body,power.fan,
3.0,power.fan,temperature.heater,
3.0,material.body,temperature.heater,
4.0,material.motor,geometry.heater,
4.0,geometry.nozzle,geometry.nozzle,
4.0,material.nozzle,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
