Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.fan,power.fan,
1.0,temperature.motor,temperature.motor,
1.0,material.body,power.fan,
1.0,material.heater,material.heater,
2.0,temperature.heater,temperature.motor,
2.0,geometry.nozzle,power.fan,
2.0,material.nozzle,material.body,
3.0,rot.speed.fan,rot.speed.fan,
3.0,temperature.heater,power.fan,
3.0,power.heater,material.nozzle,
3.0,geometry.heater,material.body,
3.0,geometry.nozzle,material.body,
4.0,power.motor,power.motor,
4.0,geometry.nozzle,temperature.motor,
4.0,material.fan,material.fan,
4.0,material.heater,material.heater,
4.0,material.body,temperature.heater,
4.0,rot.speed.fan,material.nozzle,
4.0,geometry.body,geometry.body,
5.0,geometry.motor,geometry.motor,
5.0,rot.speed.fan,temperature.motor,
5.0,geometry.heater,temperature.motor,
6.0,geometry.motor,temperature.motor,
6.0,material.motor,temperature.motor,
6.0,geometry.motor,power.fan,
6.0,geometry.fan,power.fan,
6.0,geometry.heater,power.fan,
6.0,power.heater,power.fan,
6.0,geometry.body,temperature.heater,
6.0,temperature.nozzle,material.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
