Tick,Attribute.Component,Origin,Failed Behaviour
0.0,rot.speed.fan,rot.speed.fan,
0.0,power.fan,power.fan,
0.0,geometry.body,geometry.body,
1.0,temperature.motor,temperature.motor,
1.0,temperature.heater,temperature.heater,
1.0,geometry.nozzle,geometry.nozzle,
2.0,temperature.heater,temperature.motor,
2.0,material.nozzle,rot.speed.fan,
2.0,temperature.nozzle,rot.speed.fan,
2.0,material.fan,material.fan,
2.0,geometry.nozzle,power.fan,
2.0,material.body,power.fan,
2.0,temperature.heater,geometry.body,
3.0,power.motor,power.motor,
3.0,geometry.nozzle,temperature.motor,
3.0,power.heater,power.heater,
3.0,material.body,temperature.heater,
4.0,geometry.motor,temperature.motor,
4.0,material.body,temperature.motor,
4.0,temperature.motor,rot.speed.fan,
4.0,geometry.fan,power.fan,
4.0,material.nozzle,power.heater,
4.0,temperature.nozzle,temperature.heater,
4.0,material.body,geometry.body,
5.0,material.motor,rot.speed.fan,
5.0,geometry.motor,power.fan,
5.0,temperature.heater,power.fan,
5.0,geometry.heater,power.heater,
5.0,material.body,geometry.nozzle,
5.0,material.body,material.nozzle,
5.0,geometry.nozzle,geometry.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
