Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.nozzle,geometry.nozzle,
0.0,material.body,material.body,
1.0,geometry.fan,geometry.fan,
1.0,material.fan,material.fan,
1.0,material.heater,material.heater,
1.0,power.fan,material.body,
1.0,material.nozzle,material.body,
2.0,geometry.motor,geometry.motor,
2.0,power.motor,power.motor,
2.0,temperature.motor,temperature.motor,
2.0,temperature.motor,geometry.nozzle,
2.0,power.fan,geometry.nozzle,
2.0,geometry.nozzle,material.body,
2.0,temperature.nozzle,material.body,
3.0,power.heater,power.heater,
3.0,geometry.body,geometry.body,
3.0,temperature.motor,material.body,
3.0,geometry.heater,material.body,
3.0,geometry.body,material.body,
4.0,power.fan,geometry.motor,
4.0,temperature.heater,temperature.motor,
4.0,power.heater,geometry.fan,
4.0,material.motor,geometry.heater,
4.0,temperature.nozzle,material.heater,
4.0,temperature.nozzle,geometry.nozzle,
4.0,rot.speed.fan,material.nozzle,
4.0,material.heater,material.body,
4.0,temperature.heater,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
