Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.fan,geometry.fan,
0.0,rot.speed.fan,rot.speed.fan,
0.0,power.fan,power.fan,
0.0,power.heater,power.heater,
0.0,material.body,material.body,
1.0,material.body,power.fan,
1.0,material.nozzle,power.heater,
2.0,material.nozzle,rot.speed.fan,
2.0,geometry.motor,power.fan,
2.0,geometry.nozzle,power.fan,
2.0,material.nozzle,material.body,
3.0,power.heater,geometry.fan,
3.0,temperature.nozzle,rot.speed.fan,
3.0,temperature.heater,power.fan,
3.0,geometry.body,geometry.body,
3.0,geometry.heater,material.body,
3.0,geometry.nozzle,material.body,
3.0,temperature.nozzle,material.body,
4.0,geometry.fan,geometry.motor,
4.0,material.motor,material.motor,
4.0,geometry.heater,power.fan,
4.0,material.body,temperature.heater,
5.0,temperature.motor,geometry.motor,
5.0,geometry.heater,material.motor,
5.0,temperature.motor,rot.speed.fan,
5.0,material.fan,material.fan,
5.0,temperature.motor,temperature.heater,
5.0,temperature.motor,geometry.nozzle,
5.0,temperature.heater,temperature.nozzle,
5.0,geometry.nozzle,temperature.nozzle,
6.0,material.heater,geometry.motor,
6.0,material.motor,rot.speed.fan,
6.0,power.heater,power.fan,
6.0,temperature.nozzle,material.nozzle,
6.0,temperature.heater,geometry.body,
6.0,material.nozzle,geometry.body,
6.0,material.body,geometry.body,
7.0,material.motor,geometry.motor,
7.0,material.body,rot.speed.fan,
8.0,material.fan,geometry.heater,
8.0,power.heater,geometry.heater,
8.0,material.heater,material.heater,
8.0,geometry.nozzle,geometry.body,
9.0,power.heater,material.motor,
9.0,power.motor,power.motor,
9.0,material.motor,temperature.motor,
9.0,geometry.heater,temperature.motor,
9.0,material.fan,geometry.fan,
9.0,geometry.heater,geometry.fan,
9.0,geometry.fan,power.fan,
9.0,geometry.body,geometry.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
