Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.motor,temperature.motor,
0.0,power.heater,power.heater,
1.0,geometry.motor,geometry.motor,
1.0,material.heater,material.heater,
1.0,material.body,material.body,
2.0,geometry.nozzle,temperature.motor,
2.0,geometry.heater,power.heater,
2.0,temperature.heater,temperature.heater,
3.0,geometry.motor,temperature.motor,
3.0,material.body,temperature.motor,
3.0,material.heater,material.heater,
3.0,geometry.motor,power.heater,
3.0,material.nozzle,power.heater,
3.0,temperature.motor,temperature.heater,
3.0,material.body,temperature.heater,
4.0,power.motor,power.motor,
4.0,geometry.fan,geometry.fan,
4.0,rot.speed.fan,rot.speed.fan,
4.0,material.fan,material.fan,
4.0,geometry.fan,power.heater,
4.0,geometry.body,temperature.heater,
4.0,power.fan,geometry.nozzle,
4.0,material.body,geometry.nozzle,
4.0,material.body,material.nozzle,
5.0,power.fan,geometry.motor,
5.0,geometry.fan,geometry.heater,
5.0,material.fan,geometry.heater,
5.0,material.body,geometry.heater,
5.0,power.fan,temperature.heater,
5.0,rot.speed.fan,material.nozzle,
6.0,geometry.fan,geometry.motor,
6.0,temperature.motor,geometry.heater,
6.0,power.fan,geometry.heater,
7.0,temperature.nozzle,rot.speed.fan,
7.0,power.motor,geometry.heater,
7.0,material.body,material.heater,
7.0,power.fan,power.heater,
7.0,geometry.body,geometry.nozzle,
8.0,material.motor,geometry.motor,
8.0,geometry.nozzle,material.fan,
8.0,material.body,power.fan,
8.0,geometry.motor,material.heater,
8.0,temperature.nozzle,temperature.heater,
8.0,temperature.nozzle,material.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
