Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.motor,temperature.motor,
0.0,geometry.fan,geometry.fan,
0.0,material.heater,material.heater,
1.0,temperature.heater,temperature.motor,
1.0,power.fan,power.fan,
1.0,power.heater,power.heater,
2.0,material.body,power.fan,
2.0,temperature.nozzle,temperature.heater,
2.0,material.body,temperature.heater,
3.0,geometry.motor,temperature.motor,
3.0,geometry.nozzle,temperature.motor,
3.0,material.body,temperature.motor,
3.0,geometry.motor,geometry.fan,
3.0,geometry.nozzle,power.fan,
3.0,material.nozzle,power.heater,
3.0,geometry.body,temperature.heater,
4.0,material.motor,temperature.motor,
4.0,geometry.heater,temperature.motor,
4.0,temperature.heater,power.fan,
4.0,temperature.nozzle,material.heater,
4.0,material.body,material.heater,
4.0,material.motor,power.heater,
4.0,material.body,material.nozzle,
5.0,power.fan,geometry.motor,
5.0,geometry.heater,material.motor,
5.0,power.motor,power.motor,
5.0,material.fan,geometry.fan,
5.0,geometry.heater,geometry.fan,
5.0,geometry.motor,material.heater,
5.0,temperature.nozzle,geometry.nozzle,
5.0,material.body,geometry.nozzle,
5.0,rot.speed.fan,material.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
