Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.heater,power.heater,
1.0,temperature.motor,temperature.motor,
1.0,temperature.heater,temperature.heater,
2.0,temperature.heater,temperature.motor,
2.0,power.fan,power.fan,
2.0,material.nozzle,power.heater,
2.0,material.body,material.body,
3.0,material.motor,material.motor,
3.0,geometry.nozzle,temperature.motor,
3.0,rot.speed.fan,rot.speed.fan,
3.0,material.fan,material.fan,
3.0,material.body,power.fan,
3.0,geometry.heater,power.heater,
4.0,geometry.motor,temperature.motor,
4.0,geometry.motor,power.fan,
4.0,geometry.fan,power.heater,
4.0,temperature.nozzle,temperature.heater,
4.0,geometry.body,temperature.heater,
4.0,rot.speed.fan,material.nozzle,
5.0,power.heater,material.motor,
5.0,material.motor,temperature.motor,
5.0,rot.speed.fan,temperature.motor,
5.0,geometry.heater,temperature.motor,
5.0,power.heater,power.fan,
5.0,temperature.heater,power.fan,
5.0,geometry.nozzle,power.fan,
5.0,material.heater,material.heater,
5.0,geometry.body,material.nozzle,
5.0,geometry.heater,material.body,
5.0,geometry.nozzle,material.body,
6.0,geometry.heater,material.motor,
6.0,material.body,temperature.motor,
6.0,geometry.nozzle,material.fan,
6.0,temperature.nozzle,material.nozzle,
6.0,material.body,material.nozzle,
7.0,geometry.fan,geometry.motor,
7.0,temperature.nozzle,rot.speed.fan,
7.0,geometry.heater,material.fan,
7.0,geometry.heater,power.fan,
7.0,material.heater,material.heater,
8.0,power.motor,geometry.motor,
8.0,temperature.nozzle,geometry.nozzle,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
