Tick,Attribute.Component,Origin,Failed Behaviour
0.0,power.motor,power.motor,
0.0,power.fan,power.fan,
0.0,temperature.heater,temperature.heater,
1.0,temperature.motor,temperature.motor,
1.0,geometry.fan,geometry.fan,
1.0,temperature.motor,temperature.heater,
2.0,geometry.nozzle,power.fan,
2.0,material.body,power.fan,
2.0,power.heater,power.heater,
2.0,geometry.body,temperature.heater,
3.0,geometry.nozzle,temperature.motor,
3.0,rot.speed.fan,rot.speed.fan,
3.0,power.fan,temperature.heater,
3.0,temperature.nozzle,temperature.heater,
3.0,material.body,temperature.heater,
4.0,geometry.motor,temperature.motor,
4.0,power.heater,geometry.fan,
4.0,material.nozzle,material.body,
5.0,geometry.heater,power.motor,
5.0,material.motor,temperature.motor,
5.0,geometry.heater,temperature.motor,
5.0,material.body,temperature.motor,
5.0,temperature.nozzle,rot.speed.fan,
5.0,power.heater,power.fan,
5.0,material.body,geometry.nozzle,
5.0,power.heater,material.nozzle,
5.0,material.nozzle,geometry.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
