Tick,Attribute.Component,Origin,Failed Behaviour
1.0,geometry.motor,geometry.motor,
1.0,temperature.motor,temperature.motor,
1.0,power.fan,power.fan,
1.0,power.heater,power.heater,
1.0,geometry.nozzle,geometry.nozzle,
2.0,temperature.heater,temperature.motor,
2.0,geometry.fan,geometry.fan,
2.0,rot.speed.fan,rot.speed.fan,
2.0,material.nozzle,power.heater,
3.0,geometry.nozzle,temperature.motor,
3.0,geometry.nozzle,power.fan,
3.0,geometry.heater,power.heater,
4.0,temperature.motor,geometry.motor,
4.0,power.heater,geometry.fan,
4.0,material.nozzle,rot.speed.fan,
4.0,material.fan,material.fan,
4.0,temperature.heater,power.fan,
5.0,power.fan,geometry.motor,
5.0,material.motor,material.motor,
5.0,geometry.heater,geometry.fan,
5.0,material.body,geometry.nozzle,
6.0,material.motor,geometry.motor,
6.0,geometry.fan,geometry.motor,
6.0,material.heater,geometry.motor,
6.0,power.motor,power.motor,
6.0,temperature.motor,rot.speed.fan,
6.0,material.body,power.fan,
6.0,material.motor,geometry.heater,
6.0,temperature.nozzle,temperature.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
