Tick,Attribute.Component,Origin,Failed Behaviour
1.0,power.heater,power.heater,
1.0,geometry.body,geometry.body,
2.0,material.nozzle,power.heater,
3.0,power.fan,power.fan,
3.0,material.heater,material.heater,
3.0,geometry.heater,power.heater,
3.0,temperature.heater,geometry.body,
3.0,material.nozzle,geometry.body,
4.0,geometry.fan,geometry.fan,
4.0,material.motor,power.heater,
4.0,power.fan,power.heater,
4.0,material.body,material.nozzle,
5.0,geometry.motor,geometry.motor,
5.0,material.body,geometry.heater,
5.0,material.heater,material.heater,
5.0,temperature.motor,temperature.heater,
5.0,material.body,temperature.heater,
5.0,rot.speed.fan,material.nozzle,
6.0,material.fan,material.fan,
6.0,geometry.nozzle,power.fan,
6.0,geometry.fan,geometry.heater,
6.0,power.fan,temperature.heater,
6.0,geometry.nozzle,geometry.body,
7.0,geometry.fan,geometry.motor,
7.0,geometry.nozzle,temperature.motor,
7.0,temperature.nozzle,rot.speed.fan,
7.0,material.motor,geometry.heater,
7.0,power.motor,geometry.heater,
7.0,temperature.motor,geometry.heater,
7.0,material.fan,geometry.heater,
7.0,power.fan,geometry.heater,
7.0,geometry.fan,power.heater,
7.0,geometry.body,geometry.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
