Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.heater,temperature.heater,
0.0,material.body,material.body,
1.0,geometry.fan,geometry.fan,
1.0,material.heater,material.heater,
1.0,temperature.motor,temperature.heater,
1.0,geometry.nozzle,geometry.nozzle,
1.0,power.fan,material.body,
1.0,material.nozzle,material.body,
2.0,geometry.motor,geometry.motor,
2.0,power.heater,material.nozzle,
2.0,geometry.heater,material.body,
2.0,geometry.nozzle,material.body,
2.0,temperature.nozzle,material.body,
3.0,geometry.nozzle,temperature.motor,
3.0,geometry.motor,geometry.fan,
3.0,power.heater,geometry.fan,
3.0,geometry.nozzle,power.fan,
3.0,power.fan,temperature.heater,
3.0,geometry.body,temperature.heater,
3.0,temperature.heater,temperature.nozzle,
3.0,temperature.motor,material.body,
3.0,geometry.body,material.body,
4.0,geometry.heater,geometry.fan,
4.0,temperature.nozzle,material.heater,
4.0,material.heater,material.body,
5.0,power.fan,geometry.fan,
5.0,rot.speed.fan,rot.speed.fan,
5.0,material.motor,geometry.heater,
5.0,geometry.heater,power.heater,
5.0,temperature.nozzle,geometry.nozzle,
5.0,rot.speed.fan,material.nozzle,
5.0,temperature.nozzle,material.nozzle,
5.0,material.motor,material.body,
6.0,temperature.motor,geometry.motor,
6.0,power.fan,geometry.motor,
6.0,material.fan,geometry.fan,
6.0,geometry.nozzle,geometry.fan,
6.0,temperature.heater,material.body,
7.0,power.heater,geometry.motor,
7.0,temperature.nozzle,rot.speed.fan,
8.0,material.motor,geometry.motor,
8.0,material.heater,geometry.motor,
8.0,material.fan,geometry.heater,
8.0,geometry.body,material.nozzle,
9.0,temperature.motor,rot.speed.fan,
9.0,temperature.motor,geometry.heater,
9.0,material.motor,power.heater,
9.0,material.fan,material.body,
10.0,geometry.heater,power.fan,
10.0,material.heater,material.heater,
11.0,material.fan,geometry.motor,
11.0,power.motor,power.motor,
11.0,power.heater,power.fan,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
