Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.motor,temperature.motor,
0.0,temperature.heater,temperature.heater,
1.0,material.motor,material.motor,
1.0,temperature.nozzle,temperature.heater,
1.0,material.body,temperature.heater,
2.0,geometry.heater,material.motor,
2.0,power.motor,power.motor,
2.0,temperature.heater,temperature.motor,
2.0,geometry.nozzle,temperature.motor,
2.0,rot.speed.fan,rot.speed.fan,
2.0,material.fan,material.fan,
2.0,power.fan,material.body,
3.0,power.heater,power.heater,
3.0,geometry.nozzle,temperature.nozzle,
3.0,material.body,temperature.nozzle,
4.0,geometry.motor,temperature.motor,
4.0,material.motor,temperature.motor,
4.0,geometry.heater,temperature.motor,
4.0,geometry.nozzle,power.fan,
4.0,geometry.body,temperature.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
