Tick,Attribute.Component,Origin,Failed Behaviour
1.0,material.fan,material.fan,
1.0,power.heater,power.heater,
1.0,material.body,material.body,
2.0,geometry.fan,geometry.fan,
2.0,rot.speed.fan,rot.speed.fan,
2.0,power.fan,power.fan,
2.0,material.nozzle,power.heater,
2.0,power.fan,material.body,
3.0,power.motor,power.motor,
3.0,temperature.motor,temperature.motor,
3.0,geometry.heater,power.heater,
3.0,temperature.heater,temperature.heater,
3.0,geometry.heater,material.body,
3.0,geometry.nozzle,material.body,
3.0,temperature.nozzle,material.body,
4.0,power.heater,geometry.fan,
4.0,material.nozzle,rot.speed.fan,
4.0,geometry.heater,material.fan,
4.0,geometry.motor,power.fan,
4.0,geometry.nozzle,power.fan,
4.0,temperature.motor,temperature.heater,
4.0,temperature.heater,material.body,
4.0,geometry.body,material.body,
5.0,geometry.motor,geometry.fan,
5.0,geometry.heater,geometry.fan,
5.0,power.heater,power.fan,
5.0,temperature.heater,power.fan,
5.0,material.body,material.nozzle,
6.0,geometry.nozzle,temperature.motor,
6.0,temperature.motor,rot.speed.fan,
6.0,geometry.fan,material.fan,
6.0,geometry.fan,power.fan,
6.0,geometry.body,material.nozzle,
6.0,rot.speed.fan,temperature.nozzle,
7.0,geometry.heater,power.motor,
7.0,material.heater,temperature.nozzle,
7.0,geometry.nozzle,temperature.nozzle,
8.0,geometry.motor,material.fan,
8.0,geometry.body,temperature.heater,
8.0,material.fan,material.nozzle,
8.0,temperature.nozzle,material.nozzle,
9.0,geometry.heater,power.fan,
9.0,material.heater,material.heater,
9.0,material.heater,material.body,
10.0,geometry.motor,temperature.motor,
10.0,material.motor,temperature.motor,
10.0,geometry.heater,temperature.motor,
10.0,material.body,temperature.motor,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
