Tick,Attribute.Component,Origin,Failed Behaviour
0.0,temperature.motor,temperature.motor,
0.0,geometry.fan,geometry.fan,
0.0,power.fan,power.fan,
0.0,material.heater,material.heater,
0.0,temperature.heater,temperature.heater,
0.0,geometry.body,geometry.body,
0.0,material.body,material.body,
1.0,geometry.motor,geometry.motor,
1.0,temperature.heater,temperature.motor,
1.0,material.body,power.fan,
2.0,geometry.nozzle,temperature.motor,
2.0,material.fan,material.fan,
2.0,geometry.motor,power.fan,
2.0,geometry.nozzle,power.fan,
2.0,material.body,temperature.heater,
3.0,material.body,temperature.motor,
3.0,power.heater,geometry.fan,
3.0,temperature.heater,power.fan,
3.0,temperature.heater,geometry.body,
3.0,material.body,geometry.body,
4.0,geometry.fan,geometry.motor,
4.0,geometry.motor,temperature.motor,
4.0,material.motor,temperature.motor,
4.0,rot.speed.fan,temperature.motor,
4.0,geometry.heater,temperature.motor,
4.0,power.heater,power.fan,
4.0,temperature.nozzle,material.heater,
4.0,material.body,material.heater,
4.0,material.body,geometry.nozzle,
5.0,geometry.heater,material.motor,
5.0,geometry.heater,material.fan,
5.0,geometry.heater,power.fan,
5.0,temperature.nozzle,geometry.nozzle,
6.0,material.nozzle,rot.speed.fan,
6.0,material.nozzle,power.heater,
6.0,temperature.nozzle,temperature.heater,
6.0,geometry.heater,material.body,
6.0,material.nozzle,material.body,
7.0,power.heater,material.motor,
7.0,power.motor,power.motor,
7.0,geometry.fan,material.fan,
7.0,geometry.nozzle,temperature.heater,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
