Tick,Attribute.Component,Origin,Failed Behaviour
0.0,geometry.motor,geometry.motor,
0.0,material.heater,material.heater,
0.0,power.heater,power.heater,
1.0,temperature.motor,temperature.motor,
1.0,material.fan,material.fan,
1.0,material.nozzle,power.heater,
1.0,geometry.nozzle,geometry.nozzle,
3.0,temperature.motor,geometry.motor,
3.0,rot.speed.fan,rot.speed.fan,
3.0,temperature.nozzle,material.heater,
3.0,power.fan,power.heater,
3.0,geometry.heater,power.heater,
3.0,temperature.heater,temperature.heater,
3.0,temperature.motor,geometry.nozzle,
3.0,power.fan,geometry.nozzle,
3.0,material.body,geometry.nozzle,
3.0,rot.speed.fan,material.nozzle,
3.0,geometry.body,material.nozzle,
4.0,power.fan,geometry.motor,
4.0,temperature.nozzle,geometry.motor,
4.0,temperature.heater,temperature.motor,
4.0,geometry.heater,material.fan,
4.0,material.heater,material.heater,
4.0,geometry.motor,power.heater,
4.0,temperature.nozzle,geometry.nozzle,
5.0,temperature.nozzle,rot.speed.fan,
5.0,geometry.nozzle,material.fan,
5.0,material.body,power.fan,
5.0,material.body,material.nozzle,
5.0,temperature.heater,geometry.body,
6.0,geometry.fan,geometry.motor,
6.0,material.body,temperature.motor,
6.0,geometry.fan,material.fan,
6.0,material.motor,geometry.heater,
6.0,temperature.heater,temperature.nozzle,
6.0,material.body,geometry.body,
7.0,material.motor,temperature.motor,
7.0,rot.speed.fan,temperature.motor,
7.0,geometry.heater,temperature.motor,
7.0,geometry.motor,material.fan,
7.0,material.body,temperature.nozzle,
8.0,power.heater,geometry.fan,
8.0,temperature.heater,power.fan,
8.0,material.body,material.heater,
9.0,power.motor,power.motor,
9.0,material.nozzle,material.fan,
9.0,temperature.heater,geometry.nozzle,
9.0,temperature.heater,material.body,
,,,"`Movement failed cause conditions where achivied: ['material', 'power', 'geometry'] FAILED"
